AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,Age_of_building
4,1297,175,1.0,1.0,3,1,0,0,2,0,2,3.0,2.8,2.9,2.9,435435,118755,9896250,57
4,714,71,1.0,1.0,2,2,1,2,1,1,3,2.2,4.4,2.7,3.06,286825,80311,5736500,32
6,1505,96,2.0,1.0,4,4,1,0,1,1,2,3.1,4.6,3.2,3.81,445275,98950,12368750,28
6,1955,101,3.0,2.0,5,2,0,2,2,1,2,4.6,4.1,5.0,4.5,274724,132931,8862060,64
6,1578,193,2.0,1.0,4,1,1,0,1,2,3,4.1,3.0,3.2,3.34,561985,182645,14049630,60
2,812,145,1.0,1.0,3,1,0,1,2,2,5,2.4,4.6,2.1,3.19,232208,94603,8600300,20
1,1898,58,2.0,1.0,5,0,1,2,1,0,5,3.2,4.2,4.0,3.77,649726,81216,16243160,23
6,1868,103,3.0,2.0,5,3,0,2,2,1,1,3.6,4.4,2.0,3.48,243305,137873,8110160,52
2,701,102,1.0,1.0,2,2,0,0,1,1,4,4.9,3.7,2.9,3.82,209736,41947,8389450,56
2,1068,141,1.0,1.0,3,3,0,1,1,0,4,3.1,4.0,4.7,3.94,254391,145366,9085400,22
6,1521,168,2.0,1.0,4,1,0,1,2,1,5,2.6,3.7,3.2,3.28,325438,68513,8564170,65
1,1572,113,1.0,1.0,4,3,1,1,2,1,4,3.8,3.4,5.0,4.18,309093,206062,11447880,45
5,1910,73,2.0,1.0,5,0,1,2,0,0,4,3.3,5.0,3.0,3.59,615881,138573,15397020,56
2,901,174,1.0,1.0,3,3,0,1,2,0,5,2.8,2.7,4.0,3.12,217614,121864,8704550,41
6,1586,55,2.0,1.0,4,1,0,1,2,1,1,2.6,4.7,2.1,3.4,266316,79175,7197730,32
6,1782,193,2.0,1.0,4,4,1,1,2,0,4,5.0,3.7,2.9,3.79,347256,75962,10851750,36
4,684,54,1.0,1.0,2,1,0,2,2,0,5,2.2,4.7,2.4,3.03,235802,142910,7145500,55
2,1165,184,1.0,1.0,3,3,0,0,2,1,4,2.6,2.6,3.1,2.75,312306,137415,12492250,40
0,698,82,1.0,1.0,2,2,0,2,2,1,1,4.1,3.9,4.6,4.31,171749,52479,4770810,51
5,1904,57,2.0,1.0,5,1,1,1,2,0,5,3.6,2.7,4.8,3.915,553383,239301,14956290,60
3,2386,165,4.0,2.0,6,3,1,0,0,2,4,4.9,2.4,3.1,3.43,740155,350600,19477760,22
1,1640,182,1.0,1.0,4,1,0,0,2,2,5,5.0,4.9,3.2,4.255,586091,253973,19536370,33
4,1282,17,1.0,1.0,3,1,1,1,2,2,0,4.1,3.6,2.9,3.47,267433,75579,5813750,64
0,787,31,1.0,1.0,2,1,0,2,2,0,2,4.6,2.9,4.5,4.21,276937,67363,7484785,53
3,1508,44,2.0,1.0,4,4,1,2,0,0,5,4.3,2.4,4.2,3.69,413081,167465,11164340,43
5,1803,56,2.0,1.0,5,4,1,0,2,1,5,3.4,5.0,3.7,3.935,556915,185638,20626490,36
2,1200,69,1.0,1.0,3,4,1,2,2,1,5,4.3,2.1,2.6,2.91,257288,133790,10291500,32
5,1743,197,1.0,1.0,4,0,0,0,1,0,5,2.3,4.2,3.5,3.315,598641,279366,19954710,62
2,771,3,1.0,1.0,2,3,1,1,1,2,3,3.6,2.5,2.0,2.68,196113,37714,7542800,24
3,1325,143,1.0,1.0,3,0,0,1,2,2,5,3.8,4.8,2.4,3.54,347098,147517,8677460,38
6,1569,40,2.0,1.0,4,4,1,2,2,0,0,4.1,4.8,3.6,4.27,285994,151934,8937320,23
2,1019,37,1.0,1.0,3,3,1,1,2,0,4,4.1,2.8,4.2,3.61,266239,49304,9860700,26
4,1524,134,2.0,2.0,4,1,0,1,1,1,1,2.4,2.7,3.5,2.93,173200,97425,5412500,56
2,1202,55,2.0,1.0,4,2,0,0,2,1,4,3.9,3.5,3.0,3.47,313720,125488,12548800,47
2,802,67,1.0,1.0,3,1,0,0,2,2,3,4.0,2.0,4.3,3.29,303417,68514,9787650,54
1,1968,136,2.0,1.0,5,2,1,0,0,2,4,3.6,4.1,3.7,3.765,903181,429011,22579530,23
6,1693,134,2.0,1.0,4,3,1,2,1,2,0,4.5,2.2,2.9,2.99,310390,65345,8168160,68
2,932,58,1.0,1.0,3,2,1,1,1,0,4,3.5,2.1,5.0,3.39,267741,142795,8924700,48
4,1071,94,1.0,1.0,3,3,0,1,0,2,3,2.5,2.5,2.7,2.58,233217,97174,6478250,27
6,1866,36,3.0,2.0,5,4,1,1,2,1,4,3.1,3.6,5.0,3.9,384325,131480,10113810,37
6,1844,118,3.0,2.0,5,1,0,1,0,2,2,4.7,4.8,4.7,4.75,306343,105306,9573230,30
2,1016,87,1.0,1.0,3,0,0,2,1,2,4,4.6,4.5,2.4,3.9,240203,151239,8896420,21
4,803,141,1.0,1.0,2,3,0,0,0,1,5,3.1,4.6,2.7,3.39,280602,77945,7794500,61
2,862,83,1.0,1.0,3,1,0,1,1,1,5,3.4,2.6,2.4,2.78,231726,111868,7990550,23
6,1500,138,2.0,1.0,4,1,1,1,2,1,2,4.8,2.2,2.5,2.94,292087,122984,7686500,73
3,2491,137,4.0,2.0,6,4,1,0,0,2,5,4.4,2.5,5.0,4.07,860696,420340,20016180,46
6,1704,154,2.0,1.0,4,3,0,2,2,2,3,4.4,4.6,4.7,4.58,353192,196218,9810880,32
6,1803,108,3.0,2.0,5,2,0,0,2,0,2,4.9,3.3,4.5,4.06,588235,161765,14705880,31
5,1541,184,1.0,1.0,4,0,0,2,0,1,5,4.5,2.5,2.8,3.235,463319,125221,12522140,30
2,1178,82,1.0,1.0,3,2,1,0,1,1,3,4.9,4.3,2.7,4.0,419707,114466,12718400,41
4,1473,185,2.0,2.0,4,0,1,0,1,0,2,3.8,3.3,4.7,4.01,592092,265837,12083500,25
4,594,121,1.0,1.0,2,4,1,1,0,0,4,2.1,4.0,3.4,3.19,241166,130360,6518000,62
5,1701,110,1.0,1.0,4,4,1,0,0,0,4,4.6,3.4,4.3,4.165,593367,368297,20460930,32
4,1169,136,1.0,1.0,3,0,0,0,2,2,0,4.8,2.6,3.9,3.78,316932,115248,7203000,54
1,1684,82,1.0,1.0,4,3,1,0,0,2,4,2.5,4.5,2.4,2.96,735253,317947,19871700,35
5,1569,191,1.0,1.0,4,4,0,0,0,0,4,4.8,3.0,2.9,3.495,586124,274746,18316390,31
2,1232,82,2.0,1.0,4,3,1,1,2,0,3,2.5,2.1,4.2,2.85,294453,98151,9815100,39
2,958,119,1.0,1.0,3,4,0,0,1,1,3,2.0,3.2,4.6,3.26,270035,150020,10001300,36
3,1583,9,2.0,1.0,4,0,0,1,0,2,5,4.7,4.8,4.0,4.45,412284,105468,9588000,45
0,907,6,1.0,1.0,3,4,1,1,2,0,0,4.0,3.1,2.7,3.17,206045,26586,6646610,50
3,1702,18,2.0,1.0,4,0,1,0,2,0,4,2.3,3.9,3.2,3.14,701843,389913,15596520,33
4,739,41,1.0,1.0,2,3,0,0,0,2,3,3.6,2.7,4.0,3.49,333960,153065,6957500,57
6,1760,130,2.0,1.0,4,4,1,1,0,1,0,3.1,4.7,3.5,3.94,211721,119975,7057360,68
6,1956,98,3.0,2.0,5,2,1,2,1,1,0,3.4,3.1,3.5,3.3,294996,173527,8676350,52
2,714,105,1.0,1.0,2,3,1,2,2,0,5,3.7,4.7,3.4,4.01,242292,145375,9691680,17
5,1848,11,2.0,1.0,5,2,1,1,2,0,4,3.0,4.8,3.4,3.63,529009,83528,13921280,33
2,1005,196,1.0,1.0,3,3,1,0,2,2,5,3.9,3.0,2.6,3.15,403493,161397,13449750,38
1,1638,6,1.0,1.0,4,0,0,1,2,2,5,3.2,4.7,4.6,4.135,462151,194590,12161870,34
2,1294,80,2.0,1.0,4,0,1,2,1,2,4,4.3,3.1,4.6,3.91,345883,100418,11157530,20
5,1653,98,1.0,1.0,4,0,1,1,0,0,4,4.0,4.3,4.3,4.21,528334,189658,13547020,31
1,1950,48,2.0,1.0,5,3,0,2,2,1,5,4.7,2.7,4.4,4.08,449090,112272,14034060,55
6,1841,8,3.0,2.0,5,3,1,0,2,2,4,2.1,4.3,3.3,3.45,571030,130521,16315140,53
4,1252,58,1.0,1.0,3,1,0,0,2,0,4,2.2,4.2,5.0,3.92,344697,233504,11119250,50
5,1817,12,2.0,1.0,5,3,1,0,1,1,3,4.4,4.6,4.0,4.27,593251,217525,19775040,41
3,1337,85,2.0,1.0,4,0,1,1,2,2,3,2.8,4.6,5.0,4.22,350199,78795,8754980,33
6,1561,144,2.0,1.0,4,1,1,2,1,2,0,4.5,5.0,4.4,4.7,295037,143304,8429640,55
1,1517,64,1.0,1.0,4,3,0,0,0,0,4,3.3,4.0,2.3,3.075,723058,180765,18076450,35
5,1917,4,2.0,1.0,5,0,0,2,0,1,3,2.5,3.4,2.4,2.68,447179,153319,12776550,48
4,766,183,1.0,1.0,2,3,0,1,2,0,3,4.0,4.3,3.6,3.93,195254,126341,5742750,52
4,745,81,1.0,1.0,2,3,0,0,1,2,3,4.9,2.5,3.4,3.58,272552,97839,6988500,40
6,1562,11,2.0,1.0,4,0,1,1,2,2,5,3.9,4.1,3.0,3.72,347943,178942,9941220,67
3,2371,54,4.0,2.0,6,3,1,2,0,2,3,2.8,3.5,3.0,3.09,611145,241911,12732180,44
2,991,114,1.0,1.0,3,0,0,2,0,2,4,3.6,3.7,2.9,3.43,243276,104261,8688420,36
4,1582,143,2.0,2.0,4,0,0,2,1,1,4,3.1,4.4,4.0,3.85,262120,180208,8191250,31
4,1348,65,2.0,2.0,4,1,1,0,0,0,2,3.6,3.9,3.5,3.65,531740,120850,12085000,22
3,1933,165,3.0,2.0,5,1,1,2,2,2,3,4.5,4.7,4.1,4.4,540069,293516,11740620,34
6,1737,175,2.0,1.0,4,4,0,1,2,0,4,3.6,3.1,2.8,3.14,326955,186831,9341570,57
3,2335,142,4.0,2.0,6,0,1,0,2,0,3,3.3,3.9,2.5,3.16,750333,356408,18758320,32
1,1946,90,2.0,1.0,5,4,1,2,1,1,5,3.7,4.8,4.8,4.415,378470,247461,14556550,50
1,1554,190,1.0,1.0,4,1,0,1,2,0,5,2.6,3.1,4.1,3.325,399703,103149,12893650,23
2,1039,39,1.0,1.0,3,2,0,2,1,1,3,4.5,2.8,2.4,3.19,198525,51469,7352780,39
3,1703,104,2.0,1.0,4,1,1,0,0,2,5,2.5,2.5,3.9,3.06,505021,342111,16291000,27
2,883,196,1.0,1.0,3,1,0,1,2,2,4,3.7,3.1,4.1,3.58,263187,31901,7975350,30
2,1226,91,2.0,1.0,4,0,1,1,2,1,5,4.7,4.5,4.9,4.68,325538,138107,9864800,58
1,1867,14,2.0,1.0,5,4,0,1,2,0,3,3.4,3.6,3.5,3.49,363107,93705,11713120,58
5,1950,130,2.0,1.0,5,4,0,2,1,2,3,3.9,4.0,3.6,3.79,331637,89287,12755280,59
2,1062,105,1.0,1.0,3,1,1,2,0,1,4,3.3,2.3,3.1,2.84,269653,129833,9987140,23
2,870,131,1.0,1.0,3,4,1,2,1,0,4,4.2,3.0,3.2,3.42,266761,101185,9198650,32
2,1032,33,1.0,1.0,3,2,1,2,1,2,5,2.8,4.4,3.7,3.71,315433,73601,10514440,21
0,1015,69,1.0,1.0,3,0,1,0,0,0,0,4.1,4.3,3.8,3.99,398972,84630,12090050,25
3,2289,195,4.0,2.0,6,3,0,2,2,2,5,2.7,4.2,3.7,3.55,609344,233366,12964760,23
0,785,109,1.0,1.0,2,4,1,0,2,1,1,4.8,3.6,5.0,4.66,275570,115562,8889360,38
0,878,181,1.0,1.0,3,2,0,1,1,2,5,4.8,4.7,2.5,3.63,320462,82170,8216980,46
5,1884,99,2.0,1.0,5,0,1,2,2,0,3,3.3,4.1,4.0,3.815,593790,178137,14844750,29
0,852,55,1.0,1.0,3,4,1,0,1,0,1,2.4,4.2,4.7,3.91,415123,106442,10644170,33
4,1155,97,1.0,1.0,3,4,1,2,0,2,2,2.7,2.3,2.6,2.54,240153,58219,7277375,26
1,1650,159,1.0,1.0,4,0,0,2,1,2,3,2.6,2.9,4.0,3.235,392031,95038,11879730,30
6,1831,64,3.0,2.0,5,4,1,1,1,0,4,4.4,2.4,3.3,3.17,423120,119342,10849240,46
5,1509,111,1.0,1.0,4,1,0,1,0,1,3,3.6,4.6,5.0,4.48,273106,63024,10504060,39
4,1389,17,2.0,2.0,4,1,1,0,1,1,3,3.6,3.2,2.8,3.16,505517,274738,10989500,44
2,1149,36,1.0,1.0,3,4,0,1,1,0,5,4.4,2.9,2.1,3.11,257116,101010,9182700,44
3,1402,70,2.0,1.0,4,1,1,1,0,0,5,2.9,3.7,4.8,3.9,394564,263043,10960120,41
1,1781,0,1.0,1.0,4,1,0,1,2,0,4,4.9,3.5,4.7,4.47,492799,181558,12968400,37
3,1632,152,2.0,1.0,4,4,0,2,2,2,3,3.1,4.2,4.7,4.07,303869,128914,9208160,21
5,1604,68,1.0,1.0,4,4,0,0,2,2,4,4.6,4.8,2.3,3.615,597184,126675,18096490,29
2,1220,114,2.0,1.0,4,4,1,1,2,1,4,3.4,2.6,2.7,2.87,229781,55148,9191250,30
1,1616,76,1.0,1.0,4,1,1,2,2,2,5,3.4,4.3,4.4,4.025,484216,132059,14673210,21
2,1015,25,1.0,1.0,3,3,0,1,2,1,5,2.6,2.8,5.0,3.4,235039,142702,8394250,27
6,1769,50,2.0,1.0,4,0,1,1,1,0,0,3.5,3.6,5.0,4.0,341756,143897,8993590,24
2,1264,44,2.0,1.0,4,1,1,1,2,1,3,2.6,3.5,3.4,3.2,302485,160695,9452650,24
6,1941,85,3.0,2.0,5,0,1,1,1,1,3,2.0,2.8,5.0,3.26,343222,90853,10094760,28
2,1269,0,2.0,1.0,4,2,0,2,0,1,3,3.1,2.0,2.4,2.45,267212,116905,8350380,56
4,1650,110,2.0,2.0,4,4,1,2,0,0,2,3.2,2.7,3.1,3.01,371520,213624,9288000,34
5,1639,140,1.0,1.0,4,2,1,2,2,0,4,4.4,2.7,3.2,3.435,546721,150348,13668020,56
6,1939,196,3.0,2.0,5,2,0,0,0,1,2,2.8,4.6,3.1,3.7,533256,201772,14412320,37
6,1908,144,3.0,2.0,5,4,1,0,2,1,5,5.0,3.8,2.6,3.74,583999,275777,16222200,61
2,1142,131,1.0,1.0,3,0,1,2,2,0,5,2.2,3.3,4.9,3.45,338069,128233,11657540,26
2,949,163,1.0,1.0,3,3,1,2,1,2,3,2.4,2.3,2.4,2.36,278681,92894,8444880,46
2,787,57,1.0,1.0,2,1,0,0,0,1,4,3.8,3.3,3.8,3.6,260771,30089,10029650,39
4,1316,183,1.0,1.0,3,2,1,0,1,2,0,2.6,2.6,2.6,2.6,300696,106128,8844000,46
3,2060,197,3.0,2.0,5,2,1,0,0,0,5,2.5,3.7,2.5,2.86,883743,396783,18035580,45
2,976,44,1.0,1.0,3,4,0,2,2,2,5,3.5,4.1,2.8,3.53,254866,154740,9102370,20
4,1357,34,2.0,2.0,4,0,0,0,2,2,4,2.2,4.7,4.7,3.95,414391,235195,11199750,31
3,2428,48,4.0,2.0,6,3,0,0,0,0,3,3.2,2.1,4.9,3.55,783633,223895,18657920,22
2,1201,87,2.0,1.0,4,0,0,0,2,0,5,4.3,2.9,3.9,3.62,468723,234362,14647600,34
6,1634,198,2.0,1.0,4,3,1,1,1,1,3,4.3,3.1,4.3,3.76,278316,179559,8977940,37
0,1097,131,1.0,1.0,3,1,0,0,1,0,2,2.3,3.7,4.8,3.83,515139,115906,12878485,33
1,1542,52,1.0,1.0,4,4,1,2,2,1,3,3.6,3.0,3.1,3.25,331870,80107,11443800,38
0,795,9,1.0,1.0,2,2,1,2,2,1,1,4.8,2.5,4.1,3.99,193854,37520,6253350,44
6,1656,53,2.0,1.0,4,1,0,0,2,2,3,2.4,2.7,2.3,2.51,404114,188587,13470470,62
4,1173,143,1.0,1.0,3,4,0,0,1,2,0,3.9,2.3,3.9,3.42,356818,58256,7282000,33
2,999,118,1.0,1.0,3,0,1,0,2,1,3,4.2,4.7,4.2,4.4,287166,126353,11486650,49
2,1002,132,1.0,1.0,3,1,1,2,2,2,3,5.0,4.7,3.2,4.34,269568,102250,9295440,42
6,1873,178,3.0,2.0,5,0,1,1,0,0,4,3.1,4.6,3.6,3.93,353261,91164,11395530,56
4,670,198,1.0,1.0,2,1,0,0,2,0,0,2.2,3.6,2.7,2.82,193741,91172,5698250,37
3,1355,58,2.0,1.0,4,2,0,0,2,0,5,3.3,3.8,2.0,2.93,571887,116977,12997440,38
3,1942,182,3.0,2.0,5,3,1,0,0,0,3,2.6,4.3,2.4,3.03,757649,131765,16470640,37
3,2225,65,4.0,2.0,6,4,0,1,2,2,3,2.1,4.1,3.7,3.34,371201,82489,10311140,24
3,1540,24,2.0,1.0,4,0,0,1,0,2,3,2.6,3.6,3.1,3.1,272678,93733,8521180,23
1,1677,119,1.0,1.0,4,4,1,1,2,1,3,4.4,3.8,2.1,3.33,363866,90966,11370800,18
3,2453,165,4.0,2.0,6,2,1,2,0,2,4,3.2,2.7,3.4,3.13,499204,318936,13866780,21
0,1248,157,2.0,2.0,4,3,0,2,0,2,5,3.3,4.7,2.2,3.03,342587,22102,11051205,41
2,1290,168,2.0,1.0,4,4,0,2,2,2,3,5.0,2.2,4.6,3.76,255124,75592,9449050,21
0,854,54,1.0,1.0,3,3,1,0,2,0,3,4.9,2.4,2.4,3.15,441832,71648,11941410,49
4,1080,48,1.0,1.0,3,4,0,1,0,1,3,5.0,3.3,4.9,4.45,191771,92980,5811250,30
2,704,43,1.0,1.0,2,0,0,1,0,0,5,2.9,4.3,2.1,3.22,213446,57466,8209450,31
4,525,21,1.0,1.0,2,1,0,2,2,1,0,3.9,2.3,4.9,3.82,114011,52383,3081375,22
6,1837,20,3.0,2.0,5,1,0,1,2,1,5,3.8,2.4,2.3,2.72,398051,122477,10206440,32
3,2284,114,4.0,2.0,6,4,0,0,2,0,5,3.4,2.8,4.3,3.58,752460,183527,18352680,29
2,876,43,1.0,1.0,3,3,0,1,1,1,5,3.2,5.0,2.5,3.71,231967,119725,7482800,42
2,813,107,1.0,1.0,3,4,1,0,2,2,3,2.9,4.8,4.0,3.99,336386,73584,10512050,48
4,1246,83,1.0,1.0,3,3,1,0,2,1,0,2.2,3.8,2.5,2.8,251178,170153,8102500,46
3,1410,19,2.0,1.0,4,3,1,1,2,0,4,3.0,3.5,2.2,2.83,353611,88403,9822520,41
5,1962,164,2.0,1.0,5,1,0,2,2,2,4,3.2,2.3,4.3,3.47,474046,215475,14365020,55
1,1710,59,1.0,1.0,4,4,0,1,1,1,4,2.3,3.7,3.6,3.17,301591,75398,10771100,36
2,867,139,1.0,1.0,3,3,0,0,2,1,5,5.0,3.0,3.4,3.72,285849,32983,10994200,38
6,1727,14,2.0,1.0,4,0,1,0,0,2,4,4.2,3.3,4.0,3.74,513631,295727,15564570,50
4,1101,99,1.0,1.0,3,2,0,1,1,1,0,3.1,2.0,4.1,3.17,138180,55272,3948000,22
1,1721,171,1.0,1.0,4,0,0,2,1,1,3,2.3,3.6,2.3,2.625,373817,90622,11327800,50
1,1623,183,1.0,1.0,4,1,1,1,0,1,5,4.2,3.1,4.0,3.845,323228,116362,12929130,46
1,1684,5,1.0,1.0,4,1,1,1,2,2,4,3.4,2.9,3.4,3.275,416027,100855,12606890,54
1,1671,20,1.0,1.0,4,2,1,0,2,1,3,3.7,4.3,4.3,4.09,538489,167117,18568580,28
2,1279,56,2.0,1.0,4,2,1,2,1,1,3,5.0,4.2,4.1,4.41,298027,27940,9313330,56
3,1737,173,2.0,1.0,4,1,0,0,2,2,5,4.8,3.4,2.9,3.62,670850,137219,15246580,34
1,1719,62,1.0,1.0,4,1,0,0,2,0,3,3.2,2.1,2.5,2.645,668856,229322,19110170,44
6,1543,42,2.0,1.0,4,0,1,2,1,2,1,4.9,2.9,4.2,3.79,284890,117308,8379110,62
3,1650,72,2.0,1.0,4,1,0,0,2,0,4,3.2,4.0,5.0,4.16,537018,268509,14917160,22
3,2454,184,4.0,2.0,6,0,1,0,2,0,4,3.8,2.7,2.8,3.07,852466,475795,19824800,37
6,1631,26,2.0,1.0,4,4,0,0,1,2,2,4.9,4.0,2.9,3.9,471628,203947,12746690,32
1,1823,94,2.0,1.0,5,3,0,2,0,0,5,3.1,3.5,4.6,3.8,409894,273263,15181250,22
3,1879,45,3.0,2.0,5,0,0,2,0,2,5,2.6,4.2,2.6,3.08,515012,137336,11444700,30
2,862,124,1.0,1.0,3,4,0,1,1,1,5,3.2,3.0,3.5,3.21,208353,86215,7184600,34
2,1197,29,1.0,1.0,3,2,0,1,1,1,5,2.0,2.9,3.2,2.72,260902,109411,8416200,44
4,1187,60,1.0,1.0,3,2,1,0,2,0,5,2.0,3.9,4.6,3.61,532532,302575,12103000,41
4,1409,116,2.0,2.0,4,3,1,2,1,0,3,3.8,3.1,4.8,3.99,409470,130286,9306125,29
6,1696,110,2.0,1.0,4,3,0,2,2,1,4,4.6,2.3,2.2,2.85,303588,133936,8929050,61
4,1075,46,1.0,1.0,3,0,0,0,2,2,5,3.0,2.9,3.9,3.33,474191,257713,10308500,20
2,1113,160,1.0,1.0,3,1,1,0,2,0,3,2.1,2.6,3.8,2.81,436410,183011,14077750,28
0,1027,14,1.0,1.0,3,0,1,0,0,1,0,2.9,3.2,3.8,3.41,352257,99072,11008020,25
2,777,59,1.0,1.0,2,2,0,2,2,0,3,2.4,4.2,4.8,3.84,242483,128819,7577590,27
4,1657,81,2.0,2.0,4,1,0,1,1,1,3,4.5,2.9,4.2,3.9,283891,72793,7279250,42
4,1681,2,2.0,2.0,4,1,1,2,0,0,0,2.9,2.0,4.4,3.23,394758,205603,8224125,62
0,1061,75,1.0,1.0,3,1,0,1,2,0,4,2.8,4.0,3.8,3.54,338795,141164,9410965,47
4,1301,40,1.0,1.0,3,3,0,2,0,1,3,3.7,4.1,3.7,3.82,308206,140703,6700125,47
2,762,133,1.0,1.0,2,2,1,2,0,0,4,2.5,2.1,2.4,2.31,252022,126011,9000790,35
4,1046,175,1.0,1.0,3,2,0,1,2,0,0,5.0,3.3,4.8,4.41,159579,57626,4432750,59
3,2423,164,4.0,2.0,6,2,1,0,0,0,4,3.7,3.0,2.4,2.97,981117,451314,19622340,43
2,940,160,1.0,1.0,3,0,0,0,1,1,4,2.6,4.4,3.0,3.44,292418,167096,10443500,51
6,1971,150,3.0,2.0,5,1,1,0,1,0,5,3.0,2.4,3.4,2.85,545137,363424,18171220,57
2,851,7,1.0,1.0,3,2,1,0,2,2,5,5.0,3.1,2.7,3.55,326565,200963,12560200,20
6,1867,160,3.0,2.0,5,3,0,1,0,0,1,3.3,2.2,4.4,3.14,320112,192067,9146050,25
1,1858,18,2.0,1.0,5,3,1,1,2,2,4,2.1,4.1,5.0,3.76,384148,137196,13719580,32
4,1176,178,1.0,1.0,3,0,0,2,0,0,2,4.1,4.2,4.3,4.21,271666,106016,6626000,63
0,1144,81,1.0,1.0,3,4,1,1,0,1,3,4.3,2.1,3.1,3.26,305818,96114,8737670,32
4,719,156,1.0,1.0,2,3,0,0,0,1,1,2.5,2.8,3.1,2.83,265872,121858,5539000,25
3,1308,197,1.0,1.0,3,4,1,0,2,2,3,4.5,3.2,4.0,3.91,569333,213500,11861100,32
2,1096,179,1.0,1.0,3,1,1,2,2,0,3,3.4,4.8,3.7,4.05,261033,90357,10039720,52
5,1881,140,2.0,1.0,5,3,1,0,1,2,4,2.1,2.4,3.6,2.85,611255,337244,21077760,58
1,1601,142,1.0,1.0,4,1,1,0,1,2,4,2.7,3.5,4.9,3.78,708471,134035,19147860,51
6,1638,133,2.0,1.0,4,4,0,0,0,1,5,3.4,3.3,3.8,3.48,534842,164567,13713910,53
4,1538,119,2.0,2.0,4,4,0,1,2,0,2,3.0,2.2,4.6,3.4,334969,89325,7443750,20
2,724,36,1.0,1.0,2,2,0,2,1,2,4,3.0,4.2,3.8,3.72,204007,84417,7034730,42
6,1692,145,2.0,1.0,4,4,0,2,1,2,3,2.6,2.4,4.3,3.02,344772,88403,8840300,53
3,1650,192,2.0,1.0,4,1,0,0,0,0,3,3.1,5.0,4.9,4.39,627676,256776,14265360,32
4,1089,160,1.0,1.0,3,4,1,1,1,0,4,3.7,4.7,4.6,4.36,253170,109707,8439000,22
6,1528,180,2.0,1.0,4,2,1,1,2,2,3,3.9,3.2,3.3,3.41,311169,138297,8643590,67
5,1512,163,1.0,1.0,4,0,1,1,0,1,4,3.4,2.3,3.8,3.305,295274,204420,11356690,53
3,1790,13,3.0,2.0,5,4,0,0,2,0,4,3.8,5.0,2.2,3.52,584426,239764,14985280,28
0,711,63,1.0,1.0,2,4,1,0,0,1,1,2.8,3.0,2.8,2.84,268634,109133,8394815,38
2,1174,51,1.0,1.0,3,1,0,1,2,0,4,4.6,4.6,3.8,4.36,279057,125094,9622650,32
4,866,111,1.0,1.0,2,0,1,0,0,2,5,2.8,2.8,2.1,2.52,447971,136339,9738500,52
0,1082,64,1.0,1.0,3,0,1,0,2,0,5,4.4,2.4,3.2,3.4,502993,106696,15242220,41
4,684,123,1.0,1.0,2,4,1,1,0,2,0,3.6,2.9,2.5,2.95,171191,70232,4389500,29
2,913,59,1.0,1.0,3,4,1,0,1,1,5,4.0,4.8,3.5,4.17,347912,57985,11597050,51
4,624,94,1.0,1.0,2,2,1,2,1,2,4,4.5,4.3,2.2,3.52,282429,67537,6139750,65
2,762,166,1.0,1.0,2,4,0,1,2,1,5,2.0,5.0,5.0,4.1,207603,71364,6487600,53
6,1722,155,2.0,1.0,4,2,0,2,1,2,4,3.3,3.4,2.2,3.02,372270,85909,9545390,62
0,1223,88,2.0,2.0,4,0,0,1,1,0,2,4.3,4.0,4.0,4.09,267744,69095,8636890,44
3,1822,62,3.0,2.0,5,4,1,0,0,2,4,4.2,2.1,2.8,3.01,620229,248092,15505720,40
1,1793,146,1.0,1.0,4,4,0,2,2,0,4,4.3,3.3,4.8,4.25,450955,212214,13263370,45
6,1742,147,2.0,1.0,4,4,0,0,2,0,1,4.8,3.4,4.1,3.96,487709,231020,12834440,59
3,1990,192,3.0,2.0,5,0,1,2,0,2,3,3.1,2.8,4.2,3.45,506581,153152,11780960,23
4,614,66,1.0,1.0,2,3,0,1,1,2,3,3.1,4.9,3.1,3.64,175590,48775,4877500,36
4,1654,188,2.0,2.0,4,3,0,1,2,1,4,3.1,2.6,2.6,2.75,309099,75390,7539000,43
0,1231,139,2.0,2.0,4,2,1,2,1,1,5,3.6,4.4,4.8,4.36,379447,97572,10841340,51
2,802,182,1.0,1.0,3,0,1,0,1,1,4,2.3,2.2,3.7,2.68,311944,150594,10756700,26
5,1984,5,2.0,1.0,5,1,0,1,2,1,5,2.6,4.7,3.4,3.485,341770,197175,13144990,60
2,868,156,1.0,1.0,3,3,1,2,2,2,4,2.5,2.9,4.7,3.32,276485,147459,9216160,30
3,1445,113,2.0,1.0,4,2,0,2,0,0,4,4.0,3.7,2.6,3.35,426591,155124,9695260,33
2,888,125,1.0,1.0,3,1,0,1,0,0,4,3.4,4.1,3.5,3.71,243281,139018,8688600,38
2,1052,45,1.0,1.0,3,3,1,2,1,1,4,3.1,2.9,3.0,2.99,283632,44317,8863490,52
2,703,145,1.0,1.0,2,3,1,0,2,0,5,4.3,2.2,2.5,2.92,339632,101889,11321050,53
4,1034,13,1.0,1.0,3,4,1,2,0,0,5,4.0,2.7,4.7,3.89,289000,207719,9031250,49
